Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,FileName,ra,de,decimal_date,helio_corr
WD0344+073,3,46,51.34,+,7,28,2.7,WD0344p073_a_2002_09_22T07_05_25_all.dat.gz,3.7809382,7.46711,2002.7232876712328,3.8415845231354457
WD0344+073,3,46,51.34,+,7,28,2.7,WD0344p073_b_2003_01_20T03_49_23_all.dat.gz,3.7809519333333332,7.46802,2003.0520547945205,-28.06213248372413
WD0346-011,3,48,50.19,-,0,58,32.3,WD0346m011_a_2000_07_16T10_17_28_all.dat.gz,3.8139933333333333,0.97484,2000.5382513661202,27.766678669707808
WD0346-011,3,48,50.19,-,0,58,32.3,WD0346m011_b_2000_07_18T09_00_06_all.dat.gz,3.8139555333333335,0.97589,2000.5437158469945,27.426673741337282
WD0352+018,3,54,43.47,+,1,58,41.3,WD0352p018_a_2002_02_27T01_14_10_all.dat.gz,3.9120793333333332,1.97765,2002.1561643835616,-14.03128166036158
WD0352+018,3,54,43.47,+,1,58,41.3,WD0352p018_b_2002_09_21T05_03_56_all.dat.gz,3.9120768,1.97769,2002.7205479452055,3.3011210697001387
WD0352+049,3,54,40.15,+,5,8,46.3,WD0352p049_a_2003_01_19T03_37_17_all.dat.gz,3.9111636666666665,5.14672,2003.0493150684931,-28.17667424152799
WD0352+049,3,54,40.15,+,5,8,46.3,WD0352p049_b_2003_02_04T02_54_16_all.dat.gz,3.9111230666666668,5.14707,2003.0931506849315,-23.93562054806195
WD0352+052,3,54,41.01,+,5,23,20.6,WD0352p052_a_2002_03_01T01_09_56_all.dat.gz,3.911384,5.3887,2002.1616438356164,-13.709745772424325
WD0352+052,3,54,41.01,+,5,23,20.6,WD0352p052_b_2002_09_13T09_27_41_all.dat.gz,3.9114018666666666,5.38937,2002.6986301369864,7.953856336780162
WD0352+096,3,55,21.99,+,9,47,18.1,WD0352p096_a_2002_02_19T00_52_05_all.dat.gz,3.9227750666666665,9.78865,2002.1342465753426,-18.795883104981016
WD0352+096,3,55,21.99,+,9,47,18.1,WD0352p096_b_2002_09_21T05_23_29_all.dat.gz,3.9227743333333334,9.78869,2002.7205479452055,4.863468497759782
WD0357+081,4,0,26.68,+,8,14,6.9,WD0357p081_a_2000_09_15T06_48_00_all.dat.gz,4.0074176,8.235,2000.704918032787,7.321883887975063
WD0357+081,4,0,26.68,+,8,14,6.9,WD0357p081_b_2000_09_17T08_36_19_all.dat.gz,4.007409,8.23491,2000.7103825136612,6.344319629547481
WD0406+169,4,9,28.90,+,17,7,54.4,WD0406p169_a_2003_02_04T02_25_47_all.dat.gz,4.158100133333333,17.13247,2003.0931506849315,-24.786750545018652
WD0407+179,4,10,10.32,+,18,2,23.8,WD0407p179_a_2003_02_04T02_15_21_all.dat.gz,4.1695282,18.04011,2003.0931506849315,-24.804917769328373
WD0407+179,4,10,10.32,+,18,2,23.8,WD0407p179_b_2003_02_25T01_35_15_all.dat.gz,4.169565666666666,18.0397,2003.150684931507,-17.47076744775969
WD0407+179,4,10,10.32,+,18,2,23.8,WD0407p179_b_2003_08_31T09_33_45_all.dat.gz,4.169523333333333,18.03992,2003.66301369863,15.992583211828286
WD0408-041,4,11,2.17,-,3,58,22.6,WD0408m041_a_2000_09_15T09_27_35_all.dat.gz,4.183889466666667,3.97161,2000.704918032787,6.583864444003298
WD0408-041,4,11,2.17,-,3,58,22.6,WD0408m041_a_2001_09_02T09_17_25_all.dat.gz,4.183936133333334,3.97283,2001.668493150685,12.877152596864315
WD0410+117,4,12,43.55,+,11,51,49.0,WD0410p117_a_2002_02_27T01_29_25_all.dat.gz,4.212011333333333,11.86297,2002.1561643835616,-15.761992746611634
WD0410+117,4,12,43.55,+,11,51,49.0,WD0410p117_b_2003_01_18T04_10_14_all.dat.gz,4.211996266666667,11.86285,2003.0465753424658,-28.577172490357494
WD0416-550,4,17,11.36,-,54,57,47.2,WD0416m550_a_2000_07_18T09_52_14_all.dat.gz,4.286530533333333,54.96331,2000.5437158469945,19.909413140414845
WD0416-550,4,17,11.36,-,54,57,47.2,WD0416m550_b_2000_08_03T09_42_20_all.dat.gz,4.286474666666667,54.96258,2000.5874316939892,19.88927058253459
WD0421+162,4,23,55.70,+,16,21,15.1,WD0421p162_a_2002_02_27T01_40_22_all.dat.gz,4.398753999999999,16.35439,2002.1561643835616,-16.414293351891452
WD0421+162,4,23,55.70,+,16,21,15.1,WD0421p162_b_2002_12_31T03_09_41_all.dat.gz,4.398748733333333,16.35451,2002.9972602739726,-29.63909774483926
WD0425+168,4,28,39.41,+,16,58,12.1,WD0425p168_a_2002_12_31T03_18_41_all.dat.gz,4.4776244,16.96985,2002.9972602739726,-29.5676423869887
WD0425+168,4,28,39.41,+,16,58,12.1,WD0425p168_b_2003_01_11T04_28_12_all.dat.gz,4.477634333333333,16.96982,2003.027397260274,-29.251543634506703
WD0426+106,4,28,58.26,+,10,44,50.2,WD0426p106_a_2002_09_23T08_05_49_all.dat.gz,4.4828758,10.74853,2002.7260273972602,4.318773924495725
WD0426+106,4,28,58.26,+,10,44,50.2,WD0426p106_b_2003_01_18T04_49_25_all.dat.gz,4.482887000000001,10.7476,2003.0465753424658,-28.62706412594483
WD0431+126,4,33,44.96,+,12,42,40.4,WD0431p126_a_2003_01_19T03_51_36_all.dat.gz,4.562502133333334,12.7113,2003.0493150684931,-28.468829736006068
WD0431+126,4,33,44.96,+,12,42,40.4,WD0431p126_b_2003_01_20T04_28_17_all.dat.gz,4.562498266666666,12.7112,2003.0520547945205,-28.299702366791447
WD0437+152,4,39,52.91,+,15,19,45.3,WD0437p152_a_2003_01_19T03_59_55_all.dat.gz,4.664693466666667,15.32946,2003.0493150684931,-28.43032440178144
WD0437+152,4,39,52.91,+,15,19,45.3,WD0437p152_b_2003_01_23T03_03_54_all.dat.gz,4.6646664666666675,15.32899,2003.0602739726028,-27.749648694799152
WD0440-038,4,43,7.16,-,3,46,49.8,WD0440m038_a_2002_02_10T01_21_35_all.dat.gz,4.7186352,3.77993,2002.109589041096,-21.846959670578933
WD0440-038,4,43,7.16,-,3,46,49.8,WD0440m038_b_2003_01_18T05_03_53_all.dat.gz,4.718650800000001,3.78085,2003.0465753424658,-28.437404622803353
WD0446-789,4,43,46.43,-,78,51,50.2,WD0446m789_a_2002_12_03T06_05_20_all.dat.gz,4.729419533333333,78.86382,2002.9205479452055,-1.5341405468476708
WD0446-789,4,43,46.43,-,78,51,50.2,WD0446m789_b_2002_11_30T07_07_19_all.dat.gz,4.7293970666666665,78.864,2002.9123287671232,-0.8206016679001995
WD0453-295,4,55,35.94,-,29,29,0.0,WD0453m295_a_2001_10_31T08_34_19_all.dat.gz,4.926670133333333,29.48383,2001.8301369863013,-9.769548496695407
WD0453-295,4,55,35.94,-,29,29,0.0,WD0453m295_b_2001_12_04T07_42_26_all.dat.gz,4.926657333333334,29.48372,2001.9232876712329,-22.525699797097605
WD0453-295,4,55,35.94,-,29,29,0.0,WD0453m295_b_2001_12_17T04_02_08_all.dat.gz,4.926675533333333,29.48368,2001.958904109589,-25.587854251729294
WD0455-282,4,57,13.32,-,28,7,52.7,WD0455m282_a_2000_09_14T08_24_49_all.dat.gz,4.953706066666667,28.1314,2000.7021857923498,11.356393350982453
WD0455-282,4,57,13.32,-,28,7,52.7,WD0455m282_a_2001_12_17T04_16_43_all.dat.gz,4.953682933333334,28.13116,2001.958904109589,-25.94633085242867
WD0509-007,5,12,6.39,-,0,42,6.0,WD0509m007_a_2000_09_14T08_45_33_all.dat.gz,5.201747800000001,0.70129,2000.7021857923498,6.895533911977654
WD0509-007,5,12,6.39,-,0,42,6.0,WD0509m007_a_2001_12_15T07_31_52_all.dat.gz,5.201716333333334,0.70195,2001.9534246575342,-29.688322698687667
WD0510-418,5,12,23.04,-,41,45,26.0,WD0510m418_a_2001_10_31T08_05_18_all.dat.gz,5.2063516666666665,41.75731,2001.8301369863013,-6.006650613440008
WD0510-418,5,12,23.04,-,41,45,26.0,WD0510m418_b_2001_12_04T08_01_42_all.dat.gz,5.206365,41.7571,2001.9232876712329,-18.372850089775845
WD0510-418,5,12,23.04,-,41,45,26.0,WD0510m418_b_2002_02_22T01_23_06_all.dat.gz,5.206349866666667,41.75723,2002.1424657534246,-19.365158506312028
WD0510-418,5,12,23.04,-,41,45,26.0,WD0510m418_b_2003_08_01T09_47_40_all.dat.gz,5.206374666666666,41.75718,2003.5808219178082,23.255027009366835
WD0511+079,5,14,3.50,+,8,0,15.1,WD0511p079_a_2000_09_15T07_51_50_all.dat.gz,5.234299333333333,8.00419,2000.704918032787,7.844191966098257
WD0511+079,5,14,3.50,+,8,0,15.1,WD0511p079_a_2001_09_02T09_33_21_all.dat.gz,5.234336133333333,8.00403,2001.668493150685,14.007707803844252
WD0518-105,5,21,18.97,-,10,29,17.5,WD0518m105_a_2000_12_13T05_51_55_all.dat.gz,5.3552866,10.48771,2000.948087431694,-28.6397021568793
WD0518-105,5,21,18.97,-,10,29,17.5,WD0518m105_b_2001_01_15T03_39_47_all.dat.gz,5.355263866666666,10.48817,2001.0383561643835,-29.15667551359761
WD0548+000,5,50,37.52,+,0,5,52.6,WD0548p000_a_2000_09_15T08_50_55_all.dat.gz,5.843742866666667,0.09827,2000.704918032787,6.579279485142644
WD0548+000,5,50,37.52,+,0,5,52.6,WD0548p000_b_2000_09_16T09_42_47_all.dat.gz,5.843737866666667,0.09831,2000.707650273224,6.0865719414774455
WD0549+158,5,52,27.62,+,15,53,13.2,WD0549p158_a_2002_01_21T02_20_48_all.dat.gz,5.874326533333333,15.88684,2002.054794520548,-28.28161674857002
WD0549+158,5,52,27.62,+,15,53,13.2,WD0549p158_a_2002_09_25T09_06_24_all.dat.gz,5.874327066666667,15.88715,2002.731506849315,4.964567401926594
WD0549+158,5,52,27.62,+,15,53,13.2,WD0549p158_b_2002_02_19T02_14_50_all.dat.gz,5.874336933333334,15.88725,2002.1342465753426,-20.188487827522337
WD0556+172,5,59,44.98,+,17,12,3.6,WD0556p172_a_2002_01_21T02_31_49_all.dat.gz,5.995802533333333,17.20134,2002.054794520548,-28.25746220477518
WD0556+172,5,59,44.98,+,17,12,3.6,WD0556p172_b_2002_02_21T00_51_16_all.dat.gz,5.995804733333333,17.20102,2002.1397260273973,-19.575779372204416
WD0558+165,6,1,17.72,+,16,31,37.0,WD0558p165_a_2002_01_21T02_47_44_all.dat.gz,6.021513533333334,16.52732,2002.054794520548,-28.287947883239028
WD0558+165,6,1,17.72,+,16,31,37.0,WD0558p165_b_2002_02_21T01_07_41_all.dat.gz,6.021604533333333,16.52661,2002.1397260273973,-19.52580805289791
WD0603-483,6,5,2.73,-,48,19,58.4,WD0603m483_a_2000_12_06T08_07_07_all.dat.gz,6.0840972,48.33328,2000.9289617486338,-16.36023351894029
WD0603-483,6,5,2.73,-,48,19,58.4,WD0603m483_a_2001_01_15T03_58_34_all.dat.gz,6.0840972,48.33328,2001.0383561643835,-22.920945368682514
WD0603-483,6,5,2.73,-,48,19,58.4,WD0603m483_b_2001_02_04T05_55_47_all.dat.gz,6.084037666666666,48.33275,2001.0931506849315,-22.101708591870718
WD0612+177,6,15,18.68,+,17,43,40.3,WD0612p177_a_2002_02_17T04_08_22_all.dat.gz,6.255194066666666,17.72792,2002.1287671232876,-21.213593945663757
WD0612+177,6,15,18.68,+,17,43,40.3,WD0612p177_b_2002_02_19T02_25_01_all.dat.gz,6.2551984,17.72805,2002.1342465753426,-20.477175612711942
WD0621-376,6,23,12.62,-,37,41,28.0,WD0621m376_a_2000_09_14T08_59_42_all.dat.gz,6.386856866666666,37.69169,2000.7021857923498,12.911425830983159
WD0621-376,6,23,12.62,-,37,41,28.0,WD0621m376_a_2001_04_07T01_12_59_all.dat.gz,6.3868316,37.69054,2001.2630136986302,-2.9739943694940156
WD0628-020,6,30,38.60,-,2,5,50.5,WD0628m020_a_2002_12_24T08_23_04_all.dat.gz,6.510717133333333,2.09795,2002.978082191781,-30.272195824742994
WD0628-020,6,30,38.60,-,2,5,50.5,WD0628m020_b_2002_12_29T06_51_57_all.dat.gz,6.510658,2.09741,2002.9917808219177,-30.426274636988726
WD0630-050,6,32,57.78,-,5,5,49.4,WD0630m050_a_2000_12_07T07_11_29_all.dat.gz,6.549336133333333,5.09692,2000.931693989071,-27.918190625192114
WD0630-050,6,32,57.78,-,5,5,49.4,WD0630m050_b_2000_12_10T07_58_36_all.dat.gz,6.549386133333333,5.09717,2000.9398907103825,-28.50720333207545
WD0642-285,6,44,28.73,-,28,32,38.1,WD0642m285_a_2000_09_14T09_11_13_all.dat.gz,6.741027666666667,28.54499,2000.7021857923498,12.131809212836409
WD0642-285,6,44,28.73,-,28,32,38.1,WD0642m285_a_2001_04_08T01_15_20_all.dat.gz,6.741325,28.54406,2001.2657534246575,-0.6985062843378986
WD0646-253,6,48,56.09,-,25,23,47.0,WD0646m253_a_2001_04_08T01_29_42_all.dat.gz,6.815611133333333,25.39672,2001.2657534246575,-0.044150867808033414
WD0646-253,6,48,56.09,-,25,23,47.0,WD0646m253_b_2001_11_18T08_17_32_all.dat.gz,6.815569866666666,25.39659,2001.8794520547945,-17.902281412317546
WD0659-063,7,1,54.84,-,6,27,46.2,WD0659m063_a_2000_12_06T08_24_13_all.dat.gz,7.0319176,6.46243,2000.9289617486338,-27.46871015430952
WD0659-063,7,1,54.84,-,6,27,46.2,WD0659m063_a_2000_12_17T08_10_46_all.dat.gz,7.031944466666667,6.46353,2000.9590163934427,-29.4495242443921
WD0659-063,7,1,54.84,-,6,27,46.2,WD0659m063_b_2000_12_07T07_40_46_all.dat.gz,7.031958333333334,6.46312,2000.931693989071,-27.689971607355787
WD0710+216,7,13,21.60,+,21,34,6.9,WD0710p216_a_2002_02_17T04_19_36_all.dat.gz,7.22265,21.56879,2002.1287671232876,-21.75423472989474
WD0710+216,7,13,21.60,+,21,34,6.9,WD0710p216_b_2002_02_19T02_35_48_all.dat.gz,7.2226596,21.56884,2002.1342465753426,-21.0597735767074
WD0715-703,7,15,16.58,-,70,25,5.6,WD0715m703_a_2001_04_07T01_24_35_all.dat.gz,7.2547222,70.41847,2001.2630136986302,-9.156528712144171
WD0715-703,7,15,16.58,-,70,25,5.6,WD0715m703_b_2001_05_03T23_43_02_all.dat.gz,7.2546756666666665,70.41806,2001.3342465753424,-2.643013875397264
WD0721-276,7,23,20.10,-,27,47,21.6,WD0721m276_a_2001_04_09T01_05_13_all.dat.gz,7.388905533333333,27.78967,2001.268493150685,-0.3331255108502129
WD0721-276,7,23,20.10,-,27,47,21.6,WD0721m276_b_2001_05_03T23_25_01_all.dat.gz,7.388905533333333,27.78967,2001.3342465753424,10.675536258364291
WD0732-427,7,33,37.81,-,42,53,57.3,WD0732m427_a_2001_04_09T01_16_18_all.dat.gz,7.560511133333334,42.89967,2001.268493150685,-3.644134800987996
WD0732-427,7,33,37.81,-,42,53,57.3,WD0732m427_b_2001_05_03T23_55_14_all.dat.gz,7.560511133333334,42.89967,2001.3342465753424,6.2086646256245475
WD0752-676,7,53,8.14,-,67,47,31.4,WD0752m676_a_2001_04_09T01_26_33_all.dat.gz,7.885712533333333,67.79291,2001.268493150685,-8.39092782796623
WD0752-676,7,53,8.14,-,67,47,31.4,WD0752m676_b_2001_05_04T00_05_53_all.dat.gz,7.8857108,67.79257,2001.33698630137,-1.5964888092643976
WD0810-728,8,9,32.01,-,72,59,16.5,WD0810m728_a_2001_04_09T01_45_48_all.dat.gz,8.158886133333333,72.98811,2001.268493150685,-9.22348573262549
WD0810-728,8,9,32.01,-,72,59,16.5,WD0810m728_b_2001_05_04T00_26_08_all.dat.gz,8.158886133333333,72.98811,2001.33698630137,-3.333273170049823
WD0810-728,8,9,32.01,-,72,59,16.5,WD0810m728_b_2001_05_04T00_38_39_all.dat.gz,8.158887066666667,72.98809,2001.33698630137,-3.3332667954050623
WD0830-535,8,31,51.91,-,53,40,32.5,WD0830m535_a_2001_04_09T02_10_32_all.dat.gz,8.531116666666668,53.67603,2001.268493150685,-6.085311989452091
WD0830-535,8,31,51.91,-,53,40,32.5,WD0830m535_b_2001_05_04T01_08_51_all.dat.gz,8.531116666666668,53.67603,2001.33698630137,2.9088134381590507
WD0830-535,8,31,51.91,-,53,40,32.5,WD0830m535_b_2003_05_10T23_32_26_all.dat.gz,8.531082733333333,53.67606,2003.3534246575343,4.84942156253642
WD0838+035,8,41,3.43,+,3,20,57.7,WD0838p035_a_2002_02_17T04_53_07_all.dat.gz,8.684388066666665,3.35464,2002.1287671232876,-20.481123501661394
WD0838+035,8,41,3.43,+,3,20,57.7,WD0838p035_b_2002_02_21T01_43_35_all.dat.gz,8.684380933333333,3.35464,2002.1397260273973,-18.856555778598114
WD0839-327,8,41,32.43,-,32,56,32.9,WD0839m327_a_2001_04_09T02_20_30_all.dat.gz,8.692286666666666,32.94243,2001.268493150685,-1.9742065546921144
WD0839-327,8,41,32.43,-,32,56,32.9,WD0839m327_b_2001_05_04T01_25_15_all.dat.gz,8.692256733333332,32.94171,2001.33698630137,9.219833515476388
WD0839+231,8,42,53.03,+,23,0,25.5,WD0839p231_a_2002_02_17T05_09_04_all.dat.gz,8.714788333333333,23.00769,2002.1287671232876,-22.30050887844011
WD0839+231,8,42,53.03,+,23,0,25.5,WD0839p231_b_2002_02_22T02_09_24_all.dat.gz,8.714796266666667,23.0079,2002.1424657534246,-20.587799449602695
WD0852+192,8,55,30.68,+,19,4,37.6,WD0852p192_a_2003_01_11T05_33_10_all.dat.gz,8.925179466666666,19.07753,2003.027397260274,-29.49390361805773
WD0852+192,8,55,30.68,+,19,4,37.6,WD0852p192_b_2003_01_24T03_55_01_all.dat.gz,8.9251854,19.07759,2003.0630136986301,-28.281482207367002
WD0858+160,9,1,33.43,+,15,51,43.2,WD0858p160_a_2003_01_24T05_13_48_all.dat.gz,9.026022866666667,15.86312,2003.0630136986301,-28.412953446499554
WD0858+160,9,1,33.43,+,15,51,43.2,WD0858p160_b_2003_02_19T02_17_21_all.dat.gz,9.025942666666667,15.86271,2003.1342465753426,-21.41838817324015
WD0859-039,9,2,17.30,-,4,6,55.5,WD0859m039_a_2001_12_13T08_21_50_all.dat.gz,9.0381296,4.11471,2001.9479452054795,-28.70167384994841
WD0859-039,9,2,17.30,-,4,6,55.5,WD0859m039_b_2001_12_18T07_46_58_all.dat.gz,9.038132133333333,4.11564,2001.9616438356165,-29.48313686957935
WD0859-039,9,2,17.30,-,4,6,55.5,WD0859m039_b_2001_12_28T08_15_28_all.dat.gz,9.038124866666667,4.11456,2001.9890410958903,-30.33149917148893
WD0908+171,9,11,24.01,+,16,54,11.7,WD0908p171_a_2002_02_24T04_26_24_all.dat.gz,9.189972866666666,16.90318,2002.1479452054793,-19.577377193057043
WD0908+171,9,11,24.01,+,16,54,11.7,WD0908p171_b_2002_12_27T08_22_33_all.dat.gz,9.1900306,16.90288,2002.986301369863,-29.281905039177534
WD0911-076,9,14,22.32,-,7,51,23.7,WD0911m076_a_2000_04_23T01_48_25_all.dat.gz,9.239561333333334,7.8563,2000.308743169399,10.122263039621146
WD0911-076,9,14,22.32,-,7,51,23.7,WD0911m076_b_2000_04_26T02_56_49_all.dat.gz,9.239539,7.85671,2000.3169398907103,11.531168098447157
WD0916+064,9,18,41.85,+,6,17,1.9,WD0916p064_a_2001_04_09T02_31_05_all.dat.gz,9.311630533333332,6.28394,2001.268493150685,3.3727896219207962
WD0916+064,9,18,41.85,+,6,17,1.9,WD0916p064_b_2001_05_04T01_41_11_all.dat.gz,9.311544999999999,6.28284,2001.33698630137,15.281395356815443
WD0916+064,9,18,41.85,+,6,17,1.9,WD0916p064_b_2001_05_04T01_56_22_all.dat.gz,9.311544999999999,6.28284,2001.33698630137,15.281395356815443
WD0922+183,9,25,18.35,+,18,5,34.2,WD0922p183_a_2002_02_24T04_08_07_all.dat.gz,9.421800333333334,18.09283,2002.1479452054793,-19.76993345042659
WD0922+183,9,25,18.35,+,18,5,34.2,WD0922p183_b_2002_12_28T08_02_03_all.dat.gz,9.421790066666667,18.09285,2002.9890410958903,-29.205245138295673
WD0928-713,9,29,7.98,-,71,33,59.0,WD0928m713_a_2001_05_15T00_02_02_all.dat.gz,9.485736133333335,71.56744,2001.3671232876711,-0.13018682068354803
WD0928-713,9,29,7.98,-,71,33,59.0,WD0928m713_b_2001_12_15T05_45_52_all.dat.gz,9.485443199999999,71.56578,2001.9534246575342,-7.899315942833678
WD0928-713,9,29,7.98,-,71,33,59.0,WD0928m713_b_2001_12_15T06_22_13_all.dat.gz,9.485443199999999,71.56578,2001.9534246575342,-7.899315942833678
WD0928-713,9,29,7.98,-,71,33,59.0,WD0928m713_b_2002_04_23T02_35_46_all.dat.gz,9.485584533333334,71.56604,2002.3068493150686,-5.941753611813632
WD0937-103,9,40,11.89,-,10,34,24.8,WD0937m103_a_2002_02_17T06_06_56_all.dat.gz,9.669925666666668,10.57396,2002.1287671232876,-21.78347871064219
WD0937-103,9,40,11.89,-,10,34,24.8,WD0937m103_b_2002_02_22T04_16_08_all.dat.gz,9.6699238,10.5738,2002.1424657534246,-19.861023420528735
WD0939-153,9,41,56.22,-,15,32,14.5,WD0939m153_a_2000_04_23T02_04_22_all.dat.gz,9.698964933333334,15.53698,2000.308743169399,8.303234670622698
WD0939-153,9,41,56.22,-,15,32,14.5,WD0939m153_b_2000_04_26T03_11_04_all.dat.gz,9.698972333333334,15.53713,2000.3169398907103,9.72373854327338
WD0945+245,9,48,46.64,+,24,21,25.9,WD0945p245_a_2002_02_12T04_32_06_all.dat.gz,9.8129148,24.35732,2002.1150684931506,-24.169003589862783
WD0945+245,9,48,46.64,+,24,21,25.9,WD0945p245_b_2002_02_22T04_33_10_all.dat.gz,9.812927866666666,24.35727,2002.1424657534246,-21.028514111047485
WD0950+077,9,52,59.08,+,7,31,7.5,WD0950p077_a_2001_04_10T01_47_27_all.dat.gz,9.8830972,7.51897,2001.2712328767122,3.3566938914366364
WD0950+077,9,52,59.08,+,7,31,7.5,WD0950p077_b_2002_03_23T03_34_44_all.dat.gz,9.883083133333335,7.51975,2002.2219178082191,-5.981671815898873
WD0951-155,9,53,40.32,-,15,48,55.7,WD0951m155_a_2000_04_23T02_19_35_all.dat.gz,9.894580733333333,15.8157,2000.308743169399,8.157503110724576
WD0951-155,9,53,40.32,-,15,48,55.7,WD0951m155_b_2000_04_26T03_24_58_all.dat.gz,9.894541733333334,15.81607,2000.3169398907103,9.579547160953677
WD0954+134,9,57,18.98,+,13,12,56.7,WD0954p134_a_2002_02_23T04_14_35_all.dat.gz,9.955312266666665,13.21567,2002.145205479452,-19.880171515090446
WD0954+134,9,57,18.98,+,13,12,56.7,WD0954p134_b_2002_02_24T04_59_09_all.dat.gz,9.9553094,13.21568,2002.1479452054793,-19.48342724841065
WD0955+247,9,57,48.35,+,24,32,55.5,WD0955p247_a_2001_12_17T08_19_58_all.dat.gz,9.963412,24.54849,2001.958904109589,-26.31160403456255
WD0955+247,9,57,48.35,+,24,32,55.5,WD0955p247_b_2001_12_29T08_21_26_all.dat.gz,9.963416599999999,24.54848,2001.9917808219177,-28.209441304863425
WD0956+020,9,58,50.52,+,1,47,24.2,WD0956p020_a_2000_04_23T02_34_43_all.dat.gz,9.980733133333333,1.79025,2000.308743169399,10.945534440111418
WD0956+020,9,58,50.52,+,1,47,24.2,WD0956p020_b_2000_04_26T03_47_53_all.dat.gz,9.980738733333334,1.79033,2000.3169398907103,12.3379416697
WD0956+045,9,58,37.26,+,4,21,30.9,WD0956p045_a_2001_01_15T04_20_52_all.dat.gz,9.977011133333333,4.35861,2001.0383561643835,-29.62296372510811
WD0956+045,9,58,37.26,+,4,21,30.9,WD0956p045_b_2001_01_15T04_55_19_all.dat.gz,9.976982533333334,4.35851,2001.0383561643835,-29.622955722793122
WD0956+045,9,58,37.26,+,4,21,30.9,WD0956p045_b_2001_02_04T06_41_37_all.dat.gz,9.977008133333333,4.35805,2001.0931506849315,-25.405578276271758
WD0956+045,9,58,37.26,+,4,21,30.9,WD0956p045_b_2001_02_06T03_44_55_all.dat.gz,9.977001533333333,4.35871,2001.0986301369862,-24.80250582742102
WD1000-001,10,3,16.36,-,0,23,36.9,WD1000m001_a_2001_04_10T02_20_14_all.dat.gz,10.054538866666666,0.39358,2001.2712328767122,4.700726305098962
WD1000-001,10,3,16.36,-,0,23,36.9,WD1000m001_b_2001_05_04T02_18_04_all.dat.gz,10.054594400000001,0.39216,2001.33698630137,15.961485357446813
WD1003-023,10,5,51.52,-,2,34,17.9,WD1003m023_a_2001_01_15T04_40_06_all.dat.gz,10.09765,2.57208,2001.0383561643835,-29.53499677038602
WD1003-023,10,5,51.52,-,2,34,17.9,WD1003m023_b_2001_02_06T03_59_47_all.dat.gz,10.097670933333335,2.57093,2001.0986301369862,-24.609499601165325
WD1010+043,10,13,12.71,+,4,5,14.3,WD1010p043_a_2002_02_23T04_31_00_all.dat.gz,10.220264666666667,4.08743,2002.145205479452,-18.724553921167026
WD1010+043,10,13,12.71,+,4,5,14.3,WD1010p043_b_2002_02_24T05_15_10_all.dat.gz,10.2202676,4.08747,2002.1479452054793,-18.30508781431924
WD1013-010,10,16,6.87,-,1,19,17.1,WD1013m010_a_2003_01_24T06_54_02_all.dat.gz,10.2685754,1.32113,2003.0630136986301,-28.0373117893879
WD1013-010,10,16,6.87,-,1,19,17.1,WD1013m010_b_2003_02_14T04_45_20_all.dat.gz,10.268514466666666,1.32122,2003.1205479452055,-21.927806992457437
WD1015-216,10,17,26.64,-,21,53,42.8,WD1015m216_a_2000_04_21T04_06_51_all.dat.gz,10.290745066666666,21.89556,2000.3032786885246,5.654445424231012
WD1015-216,10,17,26.64,-,21,53,42.8,WD1015m216_b_2000_05_16T23_51_09_all.dat.gz,10.290741666666666,21.89539,2000.3715846994535,16.669975852877627
WD1015+076,10,18,1.53,+,7,21,24.6,WD1015p076_a_2001_01_15T05_14_33_all.dat.gz,10.300443333333334,7.35696,2001.0383561643835,-29.762921329756583
WD1015+076,10,18,1.53,+,7,21,24.6,WD1015p076_a_2001_01_15T05_44_05_all.dat.gz,10.300423533333333,7.35658,2001.0383561643835,-29.76291108997074
WD1015+076,10,18,1.53,+,7,21,24.6,WD1015p076_b_2003_01_17T04_24_01_all.dat.gz,10.300494666666667,7.35674,2003.0438356164384,-29.580483283217404
WD1015+161,10,18,3.83,+,15,51,58.6,WD1015p161_a_2002_02_17T06_39_20_all.dat.gz,10.301036733333332,15.86618,2002.1287671232876,-22.476017690858622
WD1015+161,10,18,3.83,+,15,51,58.6,WD1015p161_b_2002_02_22T04_59_16_all.dat.gz,10.301034133333333,15.86614,2002.1424657534246,-20.659259275020347
WD1017-138,10,19,52.36,-,14,7,34.3,WD1017m138_a_2002_04_23T04_06_16_all.dat.gz,10.331203866666668,14.12678,2002.3068493150686,8.10810071246279
WD1017-138,10,19,52.36,-,14,7,34.3,WD1017m138_b_2003_01_17T05_10_26_all.dat.gz,10.331239333333334,14.12623,2003.0438356164384,-29.559338619971594
WD1017+125,10,19,55.91,+,12,16,31.5,WD1017p125_a_2001_01_15T05_29_38_all.dat.gz,10.332220866666667,12.27505,2001.0383561643835,-29.76177923906884
WD1017+125,10,19,55.91,+,12,16,31.5,WD1017p125_b_2001_01_30T08_07_47_all.dat.gz,10.332178333333333,12.27566,2001.0794520547945,-27.39040026731722
WD1019+129,10,22,28.77,+,12,41,59.4,WD1019p129_a_2001_01_15T07_58_54_all.dat.gz,10.374658333333334,12.69983,2001.0383561643835,-29.755519083548748
WD1019+129,10,22,28.77,+,12,41,59.4,WD1019p129_b_2001_01_30T08_22_13_all.dat.gz,10.374658333333334,12.69983,2001.0794520547945,-27.41318512123923
